Service,Port,Protocol,Description
tftps,3713,udp,TFTP over TLS
delos-dms,3714,udp,DELOS Direct Messaging
anoto-rendezv,3715,udp,Anoto Rendezvous Port
wv-csp-sms-cir,3716,udp,WV CSP SMS CIR Channel
wv-csp-udp-cir,3717,udp,WV CSP UDP/IP CIR Channel
opus-services,3718,udp,OPUS Server Port
itelserverport,3719,udp,iTel Server Port
ufastro-instr,3720,udp,UF Astro. Instr. Services
xsync,3721,udp,Xsync
xserveraid,3722,udp,Xserve RAID
sychrond,3723,udp,Sychron Service Daemon
blizwow,3724,udp,World of Warcraft
na-er-tip,3725,udp,Netia NA-ER Port
array-manager,3726,udp,Xyratex Array Manager
e-mdu,3727,udp,Ericsson Mobile Data Unit
e-woa,3728,udp,Ericsson Web on Air
fksp-audit,3729,udp,Fireking Audit Port
client-ctrl,3730,udp,Client Control
smap,3731,udp,Service Manager
m-wnn,3732,udp,Mobile Wnn
multip-msg,3733,udp,Multipuesto Msg Port
synel-data,3734,udp,Synel Data Collection Port
pwdis,3735,udp,Password Distribution
rs-rmi,3736,udp,RealSpace RMI
,3737,udp,Reserved
versatalk,3738,udp,versaTalk Server Port
launchbird-lm,3739,udp,Launchbird LicenseManager
heartbeat,3740,udp,Heartbeat Protocol
wysdma,3741,udp,WysDM Agent
cst-port,3742,udp,CST - Configuration & Service Tracker
ipcs-command,3743,udp,IP Control Systems Ltd.
sasg,3744,udp,SASG
gw-call-port,3745,udp,GWRTC Call Port
linktest,3746,udp,LXPRO.COM LinkTest
linktest-s,3747,udp,LXPRO.COM LinkTest SSL
webdata,3748,udp,webData
cimtrak,3749,udp,CimTrak
cbos-ip-port,3750,udp,CBOS/IP ncapsalation port
gprs-cube,3751,udp,CommLinx GPRS Cube
vipremoteagent,3752,udp,Vigil-IP RemoteAgent
nattyserver,3753,udp,NattyServer Port
timestenbroker,3754,udp,TimesTen Broker Port
sas-remote-hlp,3755,udp,SAS Remote Help Server
canon-capt,3756,udp,Canon CAPT Port
grf-port,3757,udp,GRF Server Port
apw-registry,3758,udp,apw RMI registry
exapt-lmgr,3759,udp,Exapt License Manager
adtempusclient,3760,udp,adTEmpus Client
gsakmp,3761,udp,gsakmp port
gbs-smp,3762,udp,GBS SnapMail Protocol
xo-wave,3763,udp,XO Wave Control Port
mni-prot-rout,3764,udp,MNI Protected Routing
rtraceroute,3765,udp,Remote Traceroute
,3766,udp,Reserved
listmgr-port,3767,udp,ListMGR Port
rblcheckd,3768,udp,rblcheckd server daemon
haipe-otnk,3769,udp,HAIPE Network Keying
cindycollab,3770,udp,Cinderella Collaboration
paging-port,3771,udp,RTP Paging Port
ctp,3772,udp,Chantry Tunnel Protocol
ctdhercules,3773,udp,ctdhercules
zicom,3774,udp,ZICOM
ispmmgr,3775,udp,ISPM Manager Port
dvcprov-port,3776,udp,Device Provisioning Port
jibe-eb,3777,udp,Jibe EdgeBurst
c-h-it-port,3778,udp,Cutler-Hammer IT Port
cognima,3779,udp,Cognima Replication
nnp,3780,udp,Nuzzler Network Protocol
abcvoice-port,3781,udp,ABCvoice server port
iso-tp0s,3782,udp,Secure ISO TP0 port
bim-pem,3783,udp,Impact Mgr./PEM Gateway
bfd-control,3784,udp,BFD Control Protocol
bfd-echo,3785,udp,BFD Echo Protocol
upstriggervsw,3786,udp,VSW Upstrigger port
fintrx,3787,udp,Fintrx
isrp-port,3788,udp,SPACEWAY Routing port
remotedeploy,3789,udp,RemoteDeploy Administration Port [July 2003]
quickbooksrds,3790,udp,QuickBooks RDS
tvnetworkvideo,3791,udp,TV NetworkVideo Data port
sitewatch,3792,udp,e-Watch Corporation SiteWatch
dcsoftware,3793,udp,DataCore Software
jaus,3794,udp,JAUS Robots
myblast,3795,udp,myBLAST Mekentosj port
spw-dialer,3796,udp,Spaceway Dialer
idps,3797,udp,idps
minilock,3798,udp,Minilock
radius-dynauth,3799,udp,RADIUS Dynamic Authorization
pwgpsi,3800,udp,Print Services Interface
ibm-mgr,3801,udp,ibm manager service
vhd,3802,udp,VHD
soniqsync,3803,udp,SoniqSync
iqnet-port,3804,udp,Harman IQNet Port
tcpdataserver,3805,udp,ThorGuard Server Port
wsmlb,3806,udp,Remote System Manager
spugna,3807,udp,SpuGNA Communication Port
sun-as-iiops-ca,3808,udp,Sun App Svr-IIOPClntAuth
apocd,3809,udp,Java Desktop System Configuration Agent
wlanauth,3810,udp,WLAN AS server
amp,3811,udp,AMP
neto-wol-server,3812,udp,netO WOL Server
rap-ip,3813,udp,Rhapsody Interface Protocol
neto-dcs,3814,udp,netO DCS
lansurveyorxml,3815,udp,LANsurveyor XML
sunlps-http,3816,udp,Sun Local Patch Server
tapeware,3817,udp,Yosemite Tech Tapeware
crinis-hb,3818,udp,Crinis Heartbeat
epl-slp,3819,udp,EPL Sequ Layer Protocol
scp,3820,udp,Siemens AuD SCP
pmcp,3821,udp,ATSC PMCP Standard
acp-discovery,3822,udp,Compute Pool Discovery
acp-conduit,3823,udp,Compute Pool Conduit
acp-policy,3824,udp,Compute Pool Policy
ffserver,3825,udp,Antera FlowFusion Process Simulation
warmux,3826,udp,WarMUX game server
netmpi,3827,udp,Netadmin Systems MPI service
neteh,3828,udp,Netadmin Systems Event Handler
neteh-ext,3829,udp,Netadmin Systems Event Handler External
cernsysmgmtagt,3830,udp,Cerner System Management Agent
dvapps,3831,udp,Docsvault Application Service
xxnetserver,3832,udp,xxNETserver
aipn-auth,3833,udp,AIPN LS Authentication
spectardata,3834,udp,Spectar Data Stream Service
spectardb,3835,udp,Spectar Database Rights Service
markem-dcp,3836,udp,MARKEM NEXTGEN DCP
mkm-discovery,3837,udp,MARKEM Auto-Discovery
sos,3838,udp,Scito Object Server
amx-rms,3839,udp,AMX Resource Management Suite
flirtmitmir,3840,udp,www.FlirtMitMir.de
,3841,udp,Reserved
nhci,3842,udp,NHCI status port
quest-agent,3843,udp,Quest Common Agent
rnm,3844,udp,RNM
v-one-spp,3845,udp,V-ONE Single Port Proxy
an-pcp,3846,udp,Astare Network PCP
msfw-control,3847,udp,MS Firewall Control
item,3848,udp,IT Environmental Monitor
spw-dnspreload,3849,udp,SPACEWAY DNS Preload
qtms-bootstrap,3850,udp,QTMS Bootstrap Protocol
spectraport,3851,udp,SpectraTalk Port
sse-app-config,3852,udp,SSE App Configuration
sscan,3853,udp,SONY scanning protocol
stryker-com,3854,udp,Stryker Comm Port
opentrac,3855,udp,OpenTRAC
informer,3856,udp,INFORMER
trap-port,3857,udp,Trap Port
trap-port-mom,3858,udp,Trap Port MOM
nav-port,3859,udp,Navini Port
sasp,3860,udp,Server/Application State Protocol (SASP)
winshadow-hd,3861,udp,winShadow Host Discovery
giga-pocket,3862,udp,GIGA-POCKET
asap-udp,3863,udp,asap udp port
,3864,udp,Reserved
xpl,3865,udp,xpl automation protocol
dzdaemon,3866,udp,Sun SDViz DZDAEMON Port
dzoglserver,3867,udp,Sun SDViz DZOGLSERVER Port
,3868,udp,Reserved
ovsam-mgmt,3869,udp,hp OVSAM MgmtServer Disco
ovsam-d-agent,3870,udp,hp OVSAM HostAgent Disco
avocent-adsap,3871,udp,Avocent DS Authorization
oem-agent,3872,udp,OEM Agent
fagordnc,3873,udp,fagordnc
sixxsconfig,3874,udp,SixXS Configuration
pnbscada,3875,udp,PNBSCADA
dl-agent,3876,udp,"DirectoryLockdown Agent IANA assigned this well-formed service name as a replacement for ""dl_agent""."
dl_agent,3876,udp,DirectoryLockdown Agent
xmpcr-interface,3877,udp,XMPCR Interface Port
fotogcad,3878,udp,FotoG CAD interface
appss-lm,3879,udp,appss license manager
igrs,3880,udp,IGRS
idac,3881,udp,Data Acquisition and Control
msdts1,3882,udp,DTS Service Port
vrpn,3883,udp,VR Peripheral Network
softrack-meter,3884,udp,SofTrack Metering
topflow-ssl,3885,udp,TopFlow SSL
nei-management,3886,udp,NEI management port
ciphire-data,3887,udp,Ciphire Data Transport
ciphire-serv,3888,udp,Ciphire Services
dandv-tester,3889,udp,D and V Tester Control Port
ndsconnect,3890,udp,Niche Data Server Connect
rtc-pm-port,3891,udp,Oracle RTC-PM port
pcc-image-port,3892,udp,PCC-image-port
cgi-starapi,3893,udp,CGI StarAPI Server
syam-agent,3894,udp,SyAM Agent Port
syam-smc,3895,udp,SyAm SMC Service Port
sdo-tls,3896,udp,Simple Distributed Objects over TLS
sdo-ssh,3897,udp,Simple Distributed Objects over SSH
senip,3898,udp,"IAS, Inc. SmartEye NET Internet Protocol"
itv-control,3899,udp,ITV Port
udt-os,3900,udp,"Unidata UDT OS IANA assigned this well-formed service name as a replacement for ""udt_os""."
udt_os,3900,udp,Unidata UDT OS
nimsh,3901,udp,NIM Service Handler
nimaux,3902,udp,NIMsh Auxiliary Port
charsetmgr,3903,udp,CharsetMGR
omnilink-port,3904,udp,Arnet Omnilink Port
mupdate,3905,udp,Mailbox Update (MUPDATE) protocol
topovista-data,3906,udp,TopoVista elevation data
imoguia-port,3907,udp,Imoguia Port
hppronetman,3908,udp,HP Procurve NetManagement
surfcontrolcpa,3909,udp,SurfControl CPA
prnrequest,3910,udp,Printer Request Port
prnstatus,3911,udp,Printer Status Port
gbmt-stars,3912,udp,Global Maintech Stars
listcrt-port,3913,udp,ListCREATOR Port
listcrt-port-2,3914,udp,ListCREATOR Port 2
agcat,3915,udp,Auto-Graphics Cataloging
wysdmc,3916,udp,WysDM Controller
aftmux,3917,udp,AFT multiplex port
pktcablemmcops,3918,udp,PacketCableMultimediaCOPS
hyperip,3919,udp,HyperIP
exasoftport1,3920,udp,Exasoft IP Port
herodotus-net,3921,udp,Herodotus Net
sor-update,3922,udp,Soronti Update Port
symb-sb-port,3923,udp,Symbian Service Broker
mpl-gprs-port,3924,udp,MPL_GPRS_Port
zmp,3925,udp,Zoran Media Port
winport,3926,udp,WINPort
natdataservice,3927,udp,ScsTsr
netboot-pxe,3928,udp,PXE NetBoot Manager
smauth-port,3929,udp,AMS Port
syam-webserver,3930,udp,Syam Web Server Port
msr-plugin-port,3931,udp,MSR Plugin Port
dyn-site,3932,udp,Dynamic Site System
plbserve-port,3933,udp,PL/B App Server User Port
sunfm-port,3934,udp,PL/B File Manager Port
sdp-portmapper,3935,udp,SDP Port Mapper Protocol
mailprox,3936,udp,Mailprox
dvbservdsc,3937,udp,DVB Service Discovery
dbcontrol-agent,3938,udp,"Oracle dbControl Agent po IANA assigned this well-formed service name as a replacement for ""dbcontrol_agent""."
dbcontrol_agent,3938,udp,Oracle dbControl Agent po
aamp,3939,udp,Anti-virus Application Management Port
xecp-node,3940,udp,XeCP Node Service
homeportal-web,3941,udp,Home Portal Web Server
srdp,3942,udp,satellite distribution
tig,3943,udp,TetraNode Ip Gateway
sops,3944,udp,S-Ops Management
emcads,3945,udp,EMCADS Server Port
backupedge,3946,udp,BackupEDGE Server
ccp,3947,udp,"Connect and Control Protocol for Consumer, Commercial, and Industrial Electronic Devices"
apdap,3948,udp,Anton Paar Device Administration Protocol
drip,3949,udp,Dynamic Routing Information Protocol
namemunge,3950,udp,Name Munging
pwgippfax,3951,udp,PWG IPP Facsimile
i3-sessionmgr,3952,udp,I3 Session Manager
xmlink-connect,3953,udp,Eydeas XMLink Connect
adrep,3954,udp,AD Replication RPC
p2pcommunity,3955,udp,p2pCommunity
gvcp,3956,udp,GigE Vision Control
mqe-broker,3957,udp,MQEnterprise Broker
mqe-agent,3958,udp,MQEnterprise Agent
treehopper,3959,udp,Tree Hopper Networking
bess,3960,udp,Bess Peer Assessment
proaxess,3961,udp,ProAxess Server
sbi-agent,3962,udp,SBI Agent Protocol
thrp,3963,udp,Teran Hybrid Routing Protocol
sasggprs,3964,udp,SASG GPRS
ati-ip-to-ncpe,3965,udp,Avanti IP to NCPE API
bflckmgr,3966,udp,BuildForge Lock Manager
ppsms,3967,udp,PPS Message Service
ianywhere-dbns,3968,udp,iAnywhere DBNS
landmarks,3969,udp,Landmark Messages
lanrevagent,3970,udp,LANrev Agent
lanrevserver,3971,udp,LANrev Server
iconp,3972,udp,ict-control Protocol
progistics,3973,udp,ConnectShip Progistics
citysearch,3974,udp,Remote Applicant Tracking Service
airshot,3975,udp,Air Shot
opswagent,3976,udp,Server Automation Agent
opswmanager,3977,udp,Opsware Manager
secure-cfg-svr,3978,udp,Secured Configuration Server
smwan,3979,udp,Smith Micro Wide Area Network Service
,3980,udp,Reserved
starfish,3981,udp,Starfish System Admin
eis,3982,udp,ESRI Image Server
eisp,3983,udp,ESRI Image Service
mapper-nodemgr,3984,udp,MAPPER network node manager
mapper-mapethd,3985,udp,MAPPER TCP/IP server
mapper-ws-ethd,3986,udp,"MAPPER workstation server IANA assigned this well-formed service name as a replacement for ""mapper-ws_ethd""."
mapper-ws_ethd,3986,udp,MAPPER workstation server
centerline,3987,udp,Centerline
dcs-config,3988,udp,DCS Configuration Port
bv-queryengine,3989,udp,BindView-Query Engine
bv-is,3990,udp,BindView-IS
bv-smcsrv,3991,udp,BindView-SMCServer
bv-ds,3992,udp,BindView-DirectoryServer
bv-agent,3993,udp,BindView-Agent
iss-mgmt-ssl,3995,udp,ISS Management Svcs SSL
abcsoftware,3996,udp,abcsoftware-01
agentsease-db,3997,udp,aes_db
dnx,3998,udp,Distributed Nagios Executor Service
nvcnet,3999,udp,Norman distributes scanning service
terabase,4000,udp,Terabase
newoak,4001,udp,NewOak
pxc-spvr-ft,4002,udp,pxc-spvr-ft
pxc-splr-ft,4003,udp,pxc-splr-ft
pxc-roid,4004,udp,pxc-roid
pxc-pin,4005,udp,pxc-pin
pxc-spvr,4006,udp,pxc-spvr
pxc-splr,4007,udp,pxc-splr
netcheque,4008,udp,NetCheque accounting
chimera-hwm,4009,udp,Chimera HWM
samsung-unidex,4010,udp,Samsung Unidex
altserviceboot,4011,udp,Alternate Service Boot
pda-gate,4012,udp,PDA Gate
acl-manager,4013,udp,ACL Manager
taiclock,4014,udp,TAICLOCK
talarian-mcast1,4015,udp,Talarian Mcast
talarian-mcast2,4016,udp,Talarian Mcast
talarian-mcast3,4017,udp,Talarian Mcast
talarian-mcast4,4018,udp,Talarian Mcast
talarian-mcast5,4019,udp,Talarian Mcast
trap,4020,udp,TRAP Port
nexus-portal,4021,udp,Nexus Portal
dnox,4022,udp,DNOX
esnm-zoning,4023,udp,ESNM Zoning Port
tnp1-port,4024,udp,TNP1 User Port
partimage,4025,udp,Partition Image Port
as-debug,4026,udp,Graphical Debug Server
bxp,4027,udp,bitxpress
dtserver-port,4028,udp,DTServer Port
ip-qsig,4029,udp,IP Q signaling protocol
jdmn-port,4030,udp,Accell/JSP Daemon Port
suucp,4031,udp,UUCP over SSL
vrts-auth-port,4032,udp,VERITAS Authorization Service
sanavigator,4033,udp,SANavigator Peer Port
ubxd,4034,udp,Ubiquinox Daemon
wap-push-http,4035,udp,WAP Push OTA-HTTP port
wap-push-https,4036,udp,WAP Push OTA-HTTP secure
ravehd,4037,udp,RaveHD network control
fazzt-ptp,4038,udp,Fazzt Point-To-Point
fazzt-admin,4039,udp,Fazzt Administration
yo-main,4040,udp,Yo.net main service
houston,4041,udp,Rocketeer-Houston
ldxp,4042,udp,LDXP
nirp,4043,udp,Neighbour Identity Resolution
ltp,4044,udp,Location Tracking Protocol
npp,4045,udp,Network Paging Protocol
acp-proto,4046,udp,Accounting Protocol
ctp-state,4047,udp,Context Transfer Protocol
wafs,4049,udp,Wide Area File Services
cisco-wafs,4050,udp,Wide Area File Services
cppdp,4051,udp,Cisco Peer to Peer Distribution Protocol
interact,4052,udp,VoiceConnect Interact
ccu-comm-1,4053,udp,CosmoCall Universe Communications Port 1
ccu-comm-2,4054,udp,CosmoCall Universe Communications Port 2
ccu-comm-3,4055,udp,CosmoCall Universe Communications Port 3
lms,4056,udp,Location Message Service
wfm,4057,udp,Servigistics WFM server
kingfisher,4058,udp,Kingfisher protocol
dlms-cosem,4059,udp,DLMS/COSEM
dsmeter-iatc,4060,udp,"DSMETER Inter-Agent Transfer Channel IANA assigned this well-formed service name as a replacement for ""dsmeter_iatc""."
dsmeter_iatc,4060,udp,DSMETER Inter-Agent Transfer Channel
ice-location,4061,udp,Ice Location Service (TCP)
ice-slocation,4062,udp,Ice Location Service (SSL)
ice-router,4063,udp,Ice Firewall Traversal Service (TCP)
ice-srouter,4064,udp,Ice Firewall Traversal Service (SSL)
avanti-cdp,4065,udp,"Avanti Common Data IANA assigned this well-formed service name as a replacement for ""avanti_cdp""."
avanti_cdp,4065,udp,Avanti Common Data
pmas,4066,udp,Performance Measurement and Analysis
idp,4067,udp,Information Distribution Protocol
ipfltbcst,4068,udp,IP Fleet Broadcast
minger,4069,udp,Minger Email Address Validation Service
tripe,4070,udp,Trivial IP Encryption (TrIPE)
aibkup,4071,udp,Automatically Incremental Backup
zieto-sock,4072,udp,Zieto Socket Communications
iRAPP,4073,udp,Interactive Remote Application Pairing Protocol
cequint-cityid,4074,udp,Cequint City ID UI trigger
perimlan,4075,udp,ISC Alarm Message Service
seraph,4076,udp,Seraph DCS
ascomalarm,4077,udp,Ascom IP Alarming
,4078,udp,Reserved
santools,4079,udp,SANtools Diagnostic Server
lorica-in,4080,udp,Lorica inside facing
lorica-in-sec,4081,udp,Lorica inside facing (SSL)
lorica-out,4082,udp,Lorica outside facing
lorica-out-sec,4083,udp,Lorica outside facing (SSL)
fortisphere-vm,4084,udp,Fortisphere VM Service
,4085,udp,Reserved
ftsync,4086,udp,Firewall/NAT state table synchronization
,4087,udp,Reserved
,4088,udp,Reserved
opencore,4089,udp,OpenCORE Remote Control Service
omasgport,4090,udp,OMA BCAST Service Guide
ewinstaller,4091,udp,EminentWare Installer
ewdgs,4092,udp,EminentWare DGS
pvxpluscs,4093,udp,Pvx Plus CS Host
sysrqd,4094,udp,sysrq daemon
xtgui,4095,udp,xtgui information service
bre,4096,udp,BRE (Bridge Relay Element)
patrolview,4097,udp,Patrol View
drmsfsd,4098,udp,drmsfsd
dpcp,4099,udp,DPCP
igo-incognito,4100,udp,IGo Incognito Data Port
brlp-0,4101,udp,Braille protocol
brlp-1,4102,udp,Braille protocol
brlp-2,4103,udp,Braille protocol
brlp-3,4104,udp,Braille protocol
shofar,4105,udp,Shofar
synchronite,4106,udp,Synchronite
j-ac,4107,udp,JDL Accounting LAN Service
accel,4108,udp,ACCEL
izm,4109,udp,Instantiated Zero-control Messaging
g2tag,4110,udp,G2 RFID Tag Telemetry Data
xgrid,4111,udp,Xgrid
apple-vpns-rp,4112,udp,Apple VPN Server Reporting Protocol
aipn-reg,4113,udp,AIPN LS Registration
jomamqmonitor,4114,udp,JomaMQMonitor
cds,4115,udp,CDS Transfer Agent
smartcard-tls,4116,udp,smartcard-TLS
hillrserv,4117,udp,Hillr Connection Manager
netscript,4118,udp,Netadmin Systems NETscript service
assuria-slm,4119,udp,Assuria Log Manager
,4120,udp,Reserved
e-builder,4121,udp,e-Builder Application Communication
fprams,4122,udp,Fiber Patrol Alarm Service
z-wave,4123,udp,Z-Wave Protocol
tigv2,4124,udp,Rohill TetraNode Ip Gateway v2
opsview-envoy,4125,udp,Opsview Envoy
ddrepl,4126,udp,Data Domain Replication Service
unikeypro,4127,udp,NetUniKeyServer
nufw,4128,udp,NuFW decision delegation protocol
nuauth,4129,udp,NuFW authentication protocol
fronet,4130,udp,FRONET message protocol
stars,4131,udp,Global Maintech Stars
nuts-dem,4132,udp,"NUTS Daemon IANA assigned this well-formed service name as a replacement for ""nuts_dem""."
nuts_dem,4132,udp,NUTS Daemon
nuts-bootp,4133,udp,"NUTS Bootp Server IANA assigned this well-formed service name as a replacement for ""nuts_bootp""."
nuts_bootp,4133,udp,NUTS Bootp Server
nifty-hmi,4134,udp,NIFTY-Serve HMI protocol
cl-db-attach,4135,udp,Classic Line Database Server Attach
cl-db-request,4136,udp,Classic Line Database Server Request
cl-db-remote,4137,udp,Classic Line Database Server Remote
nettest,4138,udp,nettest
thrtx,4139,udp,Imperfect Networks Server
cedros-fds,4140,udp,"Cedros Fraud Detection System IANA assigned this well-formed service name as a replacement for ""cedros_fds""."
cedros_fds,4140,udp,Cedros Fraud Detection System
oirtgsvc,4141,udp,Workflow Server
oidocsvc,4142,udp,Document Server
oidsr,4143,udp,Document Replication
vvr-control,4145,udp,VVR Control
tgcconnect,4146,udp,TGCConnect Beacon
vrxpservman,4147,udp,Multum Service Manager
hhb-handheld,4148,udp,HHB Handheld Client
agslb,4149,udp,A10 GSLB Service
PowerAlert-nsa,4150,udp,PowerAlert Network Shutdown Agent
menandmice-noh,4151,udp,"Men & Mice Remote Control IANA assigned this well-formed service name as a replacement for ""menandmice_noh""."
menandmice_noh,4151,udp,Men & Mice Remote Control
idig-mux,4152,udp,"iDigTech Multiplex IANA assigned this well-formed service name as a replacement for ""idig_mux""."
idig_mux,4152,udp,iDigTech Multiplex
mbl-battd,4153,udp,MBL Remote Battery Monitoring
atlinks,4154,udp,atlinks device discovery
bzr,4155,udp,Bazaar version control system
stat-results,4156,udp,STAT Results
stat-scanner,4157,udp,STAT Scanner Control
stat-cc,4158,udp,STAT Command Center
nss,4159,udp,Network Security Service
jini-discovery,4160,udp,Jini Discovery
omscontact,4161,udp,OMS Contact
omstopology,4162,udp,OMS Topology
silverpeakpeer,4163,udp,Silver Peak Peer Protocol
silverpeakcomm,4164,udp,Silver Peak Communication Protocol
altcp,4165,udp,ArcLink over Ethernet
joost,4166,udp,Joost Peer to Peer Protocol
ddgn,4167,udp,DeskDirect Global Network
pslicser,4168,udp,PrintSoft License Server
iadt-disc,4169,udp,Internet ADT Discovery Protocol
,4170,udp,Reserved
,4171,udp,Reserved
pcoip,4172,udp,PC over IP
mma-discovery,4173,udp,MMA Device Discovery
sm-disc,4174,udp,StorMagic Discovery
,4175,udp,Reserved
,4176,udp,Reserved
wello,4177,udp,Wello P2P pubsub service
storman,4178,udp,StorMan
MaxumSP,4179,udp,Maxum Services
httpx,4180,udp,HTTPX
macbak,4181,udp,MacBak
pcptcpservice,4182,udp,Production Company Pro TCP Service
cyborgnet,4183,udp,CyborgNet communications protocol
universe-suite,4184,udp,"UNIVERSE SUITE MESSAGE SERVICE IANA assigned this well-formed service name as a replacement for ""universe_suite""."
universe_suite,4184,udp,UNIVERSE SUITE MESSAGE SERVICE
wcpp,4185,udp,Woven Control Plane Protocol
,4186,udp,Reserved
,4187,udp,Reserved
vatata,4188,udp,Vatata Peer to Peer Protocol
,4189,udp,Reserved
,4190,udp,Reserved
dsmipv6,4191,udp,Dual Stack MIPv6 NAT Traversal
azeti-bd,4192,udp,azeti blinddate
,4193,udp,Reserved
,4194,udp,Reserved
aws-wsp,4195,udp,AWS protocol for cloud remoting solution
hctl,4197,udp,Harman HControl Protocol
eims-admin,4199,udp,EIMS ADMIN
corelccam,4300,udp,Corel CCam
d-data,4301,udp,Diagnostic Data
d-data-control,4302,udp,Diagnostic Data Control
srcp,4303,udp,Simple Railroad Command Protocol
owserver,4304,udp,One-Wire Filesystem Server
batman,4305,udp,better approach to mobile ad-hoc networking
pinghgl,4306,udp,Hellgate London
trueconf,4307,udp,TrueConf Videoconference Service
compx-lockview,4308,udp,CompX-LockView
dserver,4309,udp,Exsequi Appliance Discovery
mirrtex,4310,udp,Mir-RT exchange service
,4311,udp,Reserved
,4312,udp,Reserved
,4313,udp,Reserved
,4314,udp,Reserved
,4316,udp,Reserved
,4317,udp,Reserved
fox-skytale,4319,udp,Fox SkyTale encrypted communication
fdt-rcatp,4320,udp,FDT Remote Categorization Protocol
rwhois,4321,udp,Remote Who Is
trim-event,4322,udp,TRIM Event Service
trim-ice,4323,udp,TRIM ICE Service
geognosisman,4325,udp,Cadcorp GeognoSIS Manager Service
geognosis,4326,udp,Cadcorp GeognoSIS Service
jaxer-web,4327,udp,Jaxer Web Protocol
jaxer-manager,4328,udp,Jaxer Manager Command Protocol
,4329,udp,Reserved
,4330,udp,Reserved
,4331,udp,Reserved
,4332,udp,Reserved
ahsp,4333,udp,ArrowHead Service Protocol (AHSP)
,4334,udp,Reserved
,4335,udp,Reserved
,4336,udp,Reserved
gaia,4340,udp,Gaia Connector Protocol
lisp-data,4341,udp,LISP Data Packets
lisp-control,4342,udp,LISP Control Packets
unicall,4343,udp,UNICALL
vinainstall,4344,udp,VinaInstall
m4-network-as,4345,udp,Macro 4 Network AS
elanlm,4346,udp,ELAN LM
lansurveyor,4347,udp,LAN Surveyor
itose,4348,udp,ITOSE
fsportmap,4349,udp,File System Port Map
net-device,4350,udp,Net Device
plcy-net-svcs,4351,udp,PLCY Net Services
pjlink,4352,udp,Projector Link
f5-iquery,4353,udp,F5 iQuery
qsnet-trans,4354,udp,QSNet Transmitter
qsnet-workst,4355,udp,QSNet Workstation
qsnet-assist,4356,udp,QSNet Assistant
qsnet-cond,4357,udp,QSNet Conductor
qsnet-nucl,4358,udp,QSNet Nucleus
omabcastltkm,4359,udp,OMA BCAST Long-Term Key Messages
,4360,udp,Reserved
nacnl,4361,udp,NavCom Discovery and Control Port
afore-vdp-disc,4362,udp,AFORE vNode Discovery protocol
shadowstream,4366,udp,ShadowStream System
wxbrief,4368,udp,WeatherBrief Direct
epmd,4369,udp,Erlang Port Mapper Daemon
elpro-tunnel,4370,udp,"ELPRO V2 Protocol Tunnel IANA assigned this well-formed service name as a replacement for ""elpro_tunnel""."
elpro_tunnel,4370,udp,ELPRO V2 Protocol Tunnel
l2c-disc,4371,udp,LAN2CAN Discovery
l2c-data,4372,udp,LAN2CAN Data
remctl,4373,udp,Remote Authenticated Command Service
,4374,udp,Reserved
tolteces,4375,udp,Toltec EasyShare
bip,4376,udp,BioAPI Interworking
cp-spxsvr,4377,udp,Cambridge Pixel SPx Server
cp-spxdpy,4378,udp,Cambridge Pixel SPx Display
ctdb,4379,udp,CTDB
xandros-cms,4389,udp,Xandros Community Management Service
wiegand,4390,udp,Physical Access Control
,4391,udp,Reserved
,4392,udp,Reserved
,4393,udp,Reserved
apwi-disc,4394,udp,American Printware Discovery
omnivisionesx,4395,udp,OmniVision communication for Virtual environments
,4396,udp,Reserved
ds-srv,4400,udp,ASIGRA Services
ds-srvr,4401,udp,ASIGRA Televaulting DS-System Service
ds-clnt,4402,udp,ASIGRA Televaulting DS-Client Service
ds-user,4403,udp,ASIGRA Televaulting DS-Client Monitoring/Management
ds-admin,4404,udp,ASIGRA Televaulting DS-System Monitoring/Management
ds-mail,4405,udp,ASIGRA Televaulting Message Level Restore service
ds-slp,4406,udp,ASIGRA Televaulting DS-Sleeper Service
,4407,udp,Reserved
,4408,udp,Reserved
,4409,udp,Reserved
,4410,udp,Reserved
,4411,udp,Reserved
smallchat,4412,udp,SmallChat
avi-nms-disc,4413,udp,AVI Systems NMS
,4414,udp,Reserved
,4415,udp,Reserved
pjj-player-disc,4416,udp,PJJ Media Player discovery
,4417,udp,Reserved
axysbridge,4418,udp,AXYS communication protocol
,4419,udp,Reserved
nvme,4420,udp,NVM Express over Fabrics storage access
,4421,udp,Reserved
,4422,udp,Reserved
,4423,udp,Reserved
netrockey6,4425,udp,NetROCKEY6 SMART Plus Service
beacon-port-2,4426,udp,SMARTS Beacon Port
,4427,udp,Reserved
,4428,udp,Reserved
,4429,udp,Reserved
rsqlserver,4430,udp,REAL SQL Server
,4431,udp,Reserved
l-acoustics,4432,udp,L-ACOUSTICS management
,4433,udp,Reserved
netblox,4441,udp,Netblox Protocol
saris,4442,udp,Saris
pharos,4443,udp,Pharos
krb524,4444,udp,KRB524
nv-video,4444,udp,NV Video default
upnotifyp,4445,udp,UPNOTIFYP
n1-fwp,4446,udp,N1-FWP
n1-rmgmt,4447,udp,N1-RMGMT
asc-slmd,4448,udp,ASC Licence Manager
privatewire,4449,udp,PrivateWire
camp,4450,udp,Common ASCII Messaging Protocol
ctisystemmsg,4451,udp,CTI System Msg
ctiprogramload,4452,udp,CTI Program Load
