Service,Port,Protocol,Description
lms,4056,tcp,Location Message Service
wfm,4057,tcp,Servigistics WFM server
kingfisher,4058,tcp,Kingfisher protocol
dlms-cosem,4059,tcp,DLMS/COSEM
dsmeter-iatc,4060,tcp,"DSMETER Inter-Agent Transfer Channel IANA assigned this well-formed service name as a replacement for ""dsmeter_iatc""."
dsmeter_iatc,4060,tcp,DSMETER Inter-Agent Transfer Channel
ice-location,4061,tcp,Ice Location Service (TCP)
ice-slocation,4062,tcp,Ice Location Service (SSL)
ice-router,4063,tcp,Ice Firewall Traversal Service (TCP)
ice-srouter,4064,tcp,Ice Firewall Traversal Service (SSL)
avanti-cdp,4065,tcp,"Avanti Common Data IANA assigned this well-formed service name as a replacement for ""avanti_cdp""."
avanti_cdp,4065,tcp,Avanti Common Data
pmas,4066,tcp,Performance Measurement and Analysis
idp,4067,tcp,Information Distribution Protocol
ipfltbcst,4068,tcp,IP Fleet Broadcast
minger,4069,tcp,Minger Email Address Validation Service
tripe,4070,tcp,Trivial IP Encryption (TrIPE)
aibkup,4071,tcp,Automatically Incremental Backup
zieto-sock,4072,tcp,Zieto Socket Communications
iRAPP,4073,tcp,Interactive Remote Application Pairing Protocol
cequint-cityid,4074,tcp,Cequint City ID UI trigger
perimlan,4075,tcp,ISC Alarm Message Service
seraph,4076,tcp,Seraph DCS
,4077,tcp,Reserved
cssp,4078,tcp,Coordinated Security Service Protocol
santools,4079,tcp,SANtools Diagnostic Server
lorica-in,4080,tcp,Lorica inside facing
lorica-in-sec,4081,tcp,Lorica inside facing (SSL)
lorica-out,4082,tcp,Lorica outside facing
lorica-out-sec,4083,tcp,Lorica outside facing (SSL)
,4084,tcp,Reserved
ezmessagesrv,4085,tcp,EZNews Newsroom Message Service
,4086,tcp,Reserved
applusservice,4087,tcp,APplus Service
npsp,4088,tcp,Noah Printing Service Protocol
opencore,4089,tcp,OpenCORE Remote Control Service
omasgport,4090,tcp,OMA BCAST Service Guide
ewinstaller,4091,tcp,EminentWare Installer
ewdgs,4092,tcp,EminentWare DGS
pvxpluscs,4093,tcp,Pvx Plus CS Host
sysrqd,4094,tcp,sysrq daemon
xtgui,4095,tcp,xtgui information service
bre,4096,tcp,BRE (Bridge Relay Element)
patrolview,4097,tcp,Patrol View
drmsfsd,4098,tcp,drmsfsd
dpcp,4099,tcp,DPCP
igo-incognito,4100,tcp,IGo Incognito Data Port
brlp-0,4101,tcp,Braille protocol
brlp-1,4102,tcp,Braille protocol
brlp-2,4103,tcp,Braille protocol
brlp-3,4104,tcp,Braille protocol
shofar,4105,tcp,Shofar
synchronite,4106,tcp,Synchronite
j-ac,4107,tcp,JDL Accounting LAN Service
accel,4108,tcp,ACCEL
izm,4109,tcp,Instantiated Zero-control Messaging
g2tag,4110,tcp,G2 RFID Tag Telemetry Data
xgrid,4111,tcp,Xgrid
apple-vpns-rp,4112,tcp,Apple VPN Server Reporting Protocol
aipn-reg,4113,tcp,AIPN LS Registration
jomamqmonitor,4114,tcp,JomaMQMonitor
cds,4115,tcp,CDS Transfer Agent
smartcard-tls,4116,tcp,smartcard-TLS
hillrserv,4117,tcp,Hillr Connection Manager
netscript,4118,tcp,Netadmin Systems NETscript service
assuria-slm,4119,tcp,Assuria Log Manager
minirem,4120,tcp,MiniRem Remote Telemetry and Control
e-builder,4121,tcp,e-Builder Application Communication
fprams,4122,tcp,Fiber Patrol Alarm Service
z-wave,4123,tcp,Z-Wave Protocol
tigv2,4124,tcp,Rohill TetraNode Ip Gateway v2
opsview-envoy,4125,tcp,Opsview Envoy
ddrepl,4126,tcp,Data Domain Replication Service
unikeypro,4127,tcp,NetUniKeyServer
nufw,4128,tcp,NuFW decision delegation protocol
nuauth,4129,tcp,NuFW authentication protocol
fronet,4130,tcp,FRONET message protocol
stars,4131,tcp,Global Maintech Stars
nuts-dem,4132,tcp,"NUTS Daemon IANA assigned this well-formed service name as a replacement for ""nuts_dem""."
nuts_dem,4132,tcp,NUTS Daemon
nuts-bootp,4133,tcp,"NUTS Bootp Server IANA assigned this well-formed service name as a replacement for ""nuts_bootp""."
nuts_bootp,4133,tcp,NUTS Bootp Server
nifty-hmi,4134,tcp,NIFTY-Serve HMI protocol
cl-db-attach,4135,tcp,Classic Line Database Server Attach
cl-db-request,4136,tcp,Classic Line Database Server Request
cl-db-remote,4137,tcp,Classic Line Database Server Remote
nettest,4138,tcp,nettest
thrtx,4139,tcp,Imperfect Networks Server
cedros-fds,4140,tcp,"Cedros Fraud Detection System IANA assigned this well-formed service name as a replacement for ""cedros_fds""."
cedros_fds,4140,tcp,Cedros Fraud Detection System
oirtgsvc,4141,tcp,Workflow Server
oidocsvc,4142,tcp,Document Server
oidsr,4143,tcp,Document Replication
vvr-control,4145,tcp,VVR Control
tgcconnect,4146,tcp,TGCConnect Beacon
vrxpservman,4147,tcp,Multum Service Manager
hhb-handheld,4148,tcp,HHB Handheld Client
agslb,4149,tcp,A10 GSLB Service
PowerAlert-nsa,4150,tcp,PowerAlert Network Shutdown Agent
menandmice-noh,4151,tcp,"Men & Mice Remote Control IANA assigned this well-formed service name as a replacement for ""menandmice_noh""."
menandmice_noh,4151,tcp,Men & Mice Remote Control
idig-mux,4152,tcp,"iDigTech Multiplex IANA assigned this well-formed service name as a replacement for ""idig_mux""."
idig_mux,4152,tcp,iDigTech Multiplex
mbl-battd,4153,tcp,MBL Remote Battery Monitoring
atlinks,4154,tcp,atlinks device discovery
bzr,4155,tcp,Bazaar version control system
stat-results,4156,tcp,STAT Results
stat-scanner,4157,tcp,STAT Scanner Control
stat-cc,4158,tcp,STAT Command Center
nss,4159,tcp,Network Security Service
jini-discovery,4160,tcp,Jini Discovery
omscontact,4161,tcp,OMS Contact
omstopology,4162,tcp,OMS Topology
silverpeakpeer,4163,tcp,Silver Peak Peer Protocol
silverpeakcomm,4164,tcp,Silver Peak Communication Protocol
altcp,4165,tcp,ArcLink over Ethernet
joost,4166,tcp,Joost Peer to Peer Protocol
ddgn,4167,tcp,DeskDirect Global Network
pslicser,4168,tcp,PrintSoft License Server
iadt,4169,tcp,Automation Drive Interface Transport
d-cinema-csp,4170,tcp,SMPTE Content Synchonization Protocol
ml-svnet,4171,tcp,Maxlogic Supervisor Communication
pcoip,4172,tcp,PC over IP
,4173,tcp,Reserved
smcluster,4174,tcp,StorMagic Cluster Services
bccp,4175,tcp,Brocade Cluster Communication Protocol
tl-ipcproxy,4176,tcp,Translattice Cluster IPC Proxy
wello,4177,tcp,Wello P2P pubsub service
storman,4178,tcp,StorMan
MaxumSP,4179,tcp,Maxum Services
httpx,4180,tcp,HTTPX
macbak,4181,tcp,MacBak
pcptcpservice,4182,tcp,Production Company Pro TCP Service
cyborgnet,4183,tcp,CyborgNet communications protocol
universe-suite,4184,tcp,"UNIVERSE SUITE MESSAGE SERVICE IANA assigned this well-formed service name as a replacement for ""universe_suite""."
universe_suite,4184,tcp,UNIVERSE SUITE MESSAGE SERVICE
wcpp,4185,tcp,Woven Control Plane Protocol
boxbackupstore,4186,tcp,Box Backup Store Service
csc-proxy,4187,tcp,"Cascade Proxy IANA assigned this well-formed service name as a replacement for ""csc_proxy""."
csc_proxy,4187,tcp,Cascade Proxy
vatata,4188,tcp,Vatata Peer to Peer Protocol
pcep,4189,tcp,Path Computation Element Communication Protocol
sieve,4190,tcp,ManageSieve Protocol
,4191,tcp,Reserved
azeti,4192,tcp,Azeti Agent Service
pvxplusio,4193,tcp,PxPlus remote file srvr
spdm,4194,tcp,Security Protocol and Data Model
aws-wsp,4195,tcp,AWS protocol for cloud remoting solution
hctl,4197,tcp,Harman HControl Protocol
eims-admin,4199,tcp,EIMS ADMIN
corelccam,4300,tcp,Corel CCam
d-data,4301,tcp,Diagnostic Data
d-data-control,4302,tcp,Diagnostic Data Control
srcp,4303,tcp,Simple Railroad Command Protocol
owserver,4304,tcp,One-Wire Filesystem Server
batman,4305,tcp,better approach to mobile ad-hoc networking
pinghgl,4306,tcp,Hellgate London
trueconf,4307,tcp,TrueConf Videoconference Service
compx-lockview,4308,tcp,CompX-LockView
dserver,4309,tcp,Exsequi Appliance Discovery
mirrtex,4310,tcp,Mir-RT exchange service
p6ssmc,4311,tcp,P6R Secure Server Management Console
pscl-mgt,4312,tcp,Parascale Membership Manager
perrla,4313,tcp,PERRLA User Services
choiceview-agt,4314,tcp,ChoiceView Agent
choiceview-clt,4316,tcp,ChoiceView Client
opentelemetry,4317,tcp,OpenTelemetry Protocol
fox-skytale,4319,tcp,Fox SkyTale encrypted communication
fdt-rcatp,4320,tcp,FDT Remote Categorization Protocol
rwhois,4321,tcp,Remote Who Is
trim-event,4322,tcp,TRIM Event Service
trim-ice,4323,tcp,TRIM ICE Service
geognosisman,4325,tcp,Cadcorp GeognoSIS Manager Service
geognosis,4326,tcp,Cadcorp GeognoSIS Service
jaxer-web,4327,tcp,Jaxer Web Protocol
jaxer-manager,4328,tcp,Jaxer Manager Command Protocol
publiqare-sync,4329,tcp,PubliQare Distributed Environment Synchronisation Engine
dey-sapi,4330,tcp,DEY Storage Administration REST API
ktickets-rest,4331,tcp,ktickets REST API for event management and ticketing systems (embedded POS devices)
getty-focus,4332,tcp,Getty Images FOCUS service
ahsp,4333,tcp,ArrowHead Service Protocol (AHSP)
netconf-ch-ssh,4334,tcp,NETCONF Call Home (SSH)
netconf-ch-tls,4335,tcp,NETCONF Call Home (TLS)
restconf-ch-tls,4336,tcp,RESTCONF Call Home (TLS)
gaia,4340,tcp,Gaia Connector Protocol
,4341,tcp,Reserved
,4342,tcp,Reserved
unicall,4343,tcp,UNICALL
vinainstall,4344,tcp,VinaInstall
m4-network-as,4345,tcp,Macro 4 Network AS
elanlm,4346,tcp,ELAN LM
lansurveyor,4347,tcp,LAN Surveyor
itose,4348,tcp,ITOSE
fsportmap,4349,tcp,File System Port Map
net-device,4350,tcp,Net Device
plcy-net-svcs,4351,tcp,PLCY Net Services
pjlink,4352,tcp,Projector Link
f5-iquery,4353,tcp,F5 iQuery
qsnet-trans,4354,tcp,QSNet Transmitter
qsnet-workst,4355,tcp,QSNet Workstation
qsnet-assist,4356,tcp,QSNet Assistant
qsnet-cond,4357,tcp,QSNet Conductor
qsnet-nucl,4358,tcp,QSNet Nucleus
omabcastltkm,4359,tcp,OMA BCAST Long-Term Key Messages
matrix-vnet,4360,tcp,"Matrix VNet Communication Protocol IANA assigned this well-formed service name as a replacement for ""matrix_vnet""."
matrix_vnet,4360,tcp,Matrix VNet Communication Protocol
,4361,tcp,Reserved
,4362,tcp,Reserved
,4366,tcp,Reserved
wxbrief,4368,tcp,WeatherBrief Direct
epmd,4369,tcp,Erlang Port Mapper Daemon
elpro-tunnel,4370,tcp,"ELPRO V2 Protocol Tunnel IANA assigned this well-formed service name as a replacement for ""elpro_tunnel""."
elpro_tunnel,4370,tcp,ELPRO V2 Protocol Tunnel
l2c-control,4371,tcp,LAN2CAN Control
l2c-data,4372,tcp,LAN2CAN Data
remctl,4373,tcp,Remote Authenticated Command Service
psi-ptt,4374,tcp,PSI Push-to-Talk Protocol
tolteces,4375,tcp,Toltec EasyShare
bip,4376,tcp,BioAPI Interworking
cp-spxsvr,4377,tcp,Cambridge Pixel SPx Server
cp-spxdpy,4378,tcp,Cambridge Pixel SPx Display
ctdb,4379,tcp,CTDB
xandros-cms,4389,tcp,Xandros Community Management Service
wiegand,4390,tcp,Physical Access Control
apwi-imserver,4391,tcp,American Printware IMServer Protocol
apwi-rxserver,4392,tcp,American Printware RXServer Protocol
apwi-rxspooler,4393,tcp,American Printware RXSpooler Protocol
,4394,tcp,Reserved
omnivisionesx,4395,tcp,OmniVision communication for Virtual environments
fly,4396,tcp,Fly Object Space
ds-srv,4400,tcp,ASIGRA Services
ds-srvr,4401,tcp,ASIGRA Televaulting DS-System Service
ds-clnt,4402,tcp,ASIGRA Televaulting DS-Client Service
ds-user,4403,tcp,ASIGRA Televaulting DS-Client Monitoring/Management
ds-admin,4404,tcp,ASIGRA Televaulting DS-System Monitoring/Management
ds-mail,4405,tcp,ASIGRA Televaulting Message Level Restore service
ds-slp,4406,tcp,ASIGRA Televaulting DS-Sleeper Service
nacagent,4407,tcp,Network Access Control Agent
slscc,4408,tcp,SLS Technology Control Centre
netcabinet-com,4409,tcp,Net-Cabinet comunication
itwo-server,4410,tcp,RIB iTWO Application Server
found,4411,tcp,Found Messaging Protocol
,4412,tcp,Reserved
avi-nms,4413,tcp,AVI Systems NMS
updog,4414,tcp,Updog Monitoring and Status Framework
brcd-vr-req,4415,tcp,Brocade Virtual Router Request
pjj-player,4416,tcp,PJJ Media Player
workflowdir,4417,tcp,Workflow Director Communication
,4418,tcp,Reserved
cbp,4419,tcp,Colnod Binary Protocol
nvme,4420,tcp,NVM Express over Fabrics storage access
scaleft,4421,tcp,Multi-Platform Remote Management for Cloud Infrastructure
tsepisp,4422,tcp,TSEP Installation Service Protocol
thingkit,4423,tcp,thingkit secure mesh
netrockey6,4425,tcp,NetROCKEY6 SMART Plus Service
beacon-port-2,4426,tcp,SMARTS Beacon Port
drizzle,4427,tcp,Drizzle database server
omviserver,4428,tcp,OMV-Investigation Server-Client
omviagent,4429,tcp,OMV Investigation Agent-Server
rsqlserver,4430,tcp,REAL SQL Server
wspipe,4431,tcp,adWISE Pipe
l-acoustics,4432,tcp,L-ACOUSTICS management
vop,4433,tcp,Versile Object Protocol
,4441,tcp,Reserved
saris,4442,tcp,Saris
pharos,4443,tcp,Pharos
krb524,4444,tcp,KRB524
nv-video,4444,tcp,NV Video default
upnotifyp,4445,tcp,UPNOTIFYP
n1-fwp,4446,tcp,N1-FWP
n1-rmgmt,4447,tcp,N1-RMGMT
asc-slmd,4448,tcp,ASC Licence Manager
privatewire,4449,tcp,PrivateWire
camp,4450,tcp,Common ASCII Messaging Protocol
ctisystemmsg,4451,tcp,CTI System Msg
ctiprogramload,4452,tcp,CTI Program Load
nssalertmgr,4453,tcp,NSS Alert Manager
nssagentmgr,4454,tcp,NSS Agent Manager
prchat-user,4455,tcp,PR Chat User
prchat-server,4456,tcp,PR Chat Server
prRegister,4457,tcp,PR Register
mcp,4458,tcp,Matrix Configuration Protocol
ntske,4460,tcp,Network Time Security Key Establishment
hpssmgmt,4484,tcp,hpssmgmt service
assyst-dr,4485,tcp,Assyst Data Repository Service
icms,4486,tcp,Integrated Client Message Service
prex-tcp,4487,tcp,Protocol for Remote Execution over TCP
awacs-ice,4488,tcp,Apple Wide Area Connectivity Service ICE Bootstrap
ipsec-nat-t,4500,tcp,IPsec NAT-Traversal
,4534,tcp,Reserved
ehs,4535,tcp,Event Heap Server
ehs-ssl,4536,tcp,Event Heap Server SSL
wssauthsvc,4537,tcp,WSS Security Service
swx-gate,4538,tcp,Software Data Exchange Gateway
worldscores,4545,tcp,WorldScores
sf-lm,4546,tcp,SF License Manager (Sentinel)
lanner-lm,4547,tcp,Lanner License Manager
synchromesh,4548,tcp,Synchromesh
aegate,4549,tcp,Aegate PMR Service
gds-adppiw-db,4550,tcp,Perman I Interbase Server
ieee-mih,4551,tcp,MIH Services
menandmice-mon,4552,tcp,Men and Mice Monitoring
icshostsvc,4553,tcp,ICS host services
msfrs,4554,tcp,MS FRS Replication
rsip,4555,tcp,RSIP Port
dtn-bundle,4556,tcp,DTN Bundle TCP CL Protocol
,4557,tcp,Reserved
,4558,tcp,Reserved
hylafax,4559,tcp,HylaFAX
amahi-anywhere,4563,tcp,Amahi Anywhere
kwtc,4566,tcp,Kids Watch Time Control Service
tram,4567,tcp,TRAM
bmc-reporting,4568,tcp,BMC Reporting
iax,4569,tcp,Inter-Asterisk eXchange
deploymentmap,4570,tcp,Service to distribute and update within a site deployment information for Oracle Communications Suite
cardifftec-back,4573,tcp,A port for communication between a server and client for a custom backup system
rid,4590,tcp,RID over HTTP/TLS
l3t-at-an,4591,tcp,HRPD L3T (AT-AN)
,4592,tcp,Reserved
ipt-anri-anri,4593,tcp,IPT (ANRI-ANRI)
ias-session,4594,tcp,IAS-Session (ANRI-ANRI)
ias-paging,4595,tcp,IAS-Paging (ANRI-ANRI)
ias-neighbor,4596,tcp,IAS-Neighbor (ANRI-ANRI)
a21-an-1xbs,4597,tcp,A21 (AN-1xBS)
a16-an-an,4598,tcp,A16 (AN-AN)
a17-an-an,4599,tcp,A17 (AN-AN)
piranha1,4600,tcp,Piranha1
piranha2,4601,tcp,Piranha2
mtsserver,4602,tcp,EAX MTS Server
menandmice-upg,4603,tcp,Men & Mice Upgrade Agent
irp,4604,tcp,Identity Registration Protocol
sixchat,4605,tcp,Direct End to End Secure Chat Protocol
sixid,4606,tcp,Secure ID to IP registration and lookup
,4621,tcp,Reserved
dots-signal,4646,tcp,"Distributed Denial-of-Service Open Threat Signaling (DOTS) Signal Channel Protocol. The service name is used to construct the SRV service names ""_dots-signal._udp"" and ""_dots-signal._tcp"" for discovering DOTS servers used to establish DOTS signal channel."
playsta2-app,4658,tcp,PlayStation2 App Port
playsta2-lob,4659,tcp,PlayStation2 Lobby Port
smaclmgr,4660,tcp,smaclmgr
kar2ouche,4661,tcp,Kar2ouche Peer location service
oms,4662,tcp,OrbitNet Message Service
noteit,4663,tcp,Note It! Message Service
ems,4664,tcp,Rimage Messaging Server
contclientms,4665,tcp,Container Client Message Service
eportcomm,4666,tcp,E-Port Message Service
mmacomm,4667,tcp,MMA Comm Services
mmaeds,4668,tcp,MMA EDS Service
eportcommdata,4669,tcp,E-Port Data Service
light,4670,tcp,Light packets transfer protocol
acter,4671,tcp,Bull RSF action server
rfa,4672,tcp,remote file access server
cxws,4673,tcp,CXWS Operations
appiq-mgmt,4674,tcp,AppIQ Agent Management
dhct-status,4675,tcp,BIAP Device Status
dhct-alerts,4676,tcp,BIAP Generic Alert
bcs,4677,tcp,Business Continuity Servi
traversal,4678,tcp,boundary traversal
mgesupervision,4679,tcp,MGE UPS Supervision
mgemanagement,4680,tcp,MGE UPS Management
parliant,4681,tcp,Parliant Telephony System
finisar,4682,tcp,finisar
spike,4683,tcp,Spike Clipboard Service
rfid-rp1,4684,tcp,RFID Reader Protocol 1.0
autopac,4685,tcp,Autopac Protocol
msp-os,4686,tcp,Manina Service Protocol
nst,4687,tcp,Network Scanner Tool FTP
mobile-p2p,4688,tcp,Mobile P2P Service
altovacentral,4689,tcp,Altova DatabaseCentral
prelude,4690,tcp,Prelude IDS message proto
mtn,4691,tcp,monotone Netsync Protocol
conspiracy,4692,tcp,Conspiracy messaging
netxms-agent,4700,tcp,NetXMS Agent
netxms-mgmt,4701,tcp,NetXMS Management
netxms-sync,4702,tcp,NetXMS Server Synchronization
npqes-test,4703,tcp,Network Performance Quality Evaluation System Test Service
assuria-ins,4704,tcp,Assuria Insider
trinity-dist,4711,tcp,Trinity Trust Network Node Communication
truckstar,4725,tcp,TruckStar Service
,4726,tcp,Reserved
fcis,4727,tcp,F-Link Client Information Service
capmux,4728,tcp,CA Port Multiplexer
,4729,tcp,Reserved
gearman,4730,tcp,Gearman Job Queue System
remcap,4731,tcp,Remote Capture Protocol
,4732,tcp,Reserved
resorcs,4733,tcp,RES Orchestration Catalog Services
ipdr-sp,4737,tcp,IPDR/SP
solera-lpn,4738,tcp,SoleraTec Locator
ipfix,4739,tcp,IP Flow Info Export
ipfixs,4740,tcp,ipfix protocol over TLS
lumimgrd,4741,tcp,Luminizer Manager
sicct,4742,tcp,SICCT
openhpid,4743,tcp,openhpi HPI service
ifsp,4744,tcp,Internet File Synchronization Protocol
fmp,4745,tcp,Funambol Mobile Push
,4746,tcp,Reserved
,4747,tcp,Reserved
profilemac,4749,tcp,Profile for Mac
ssad,4750,tcp,Simple Service Auto Discovery
spocp,4751,tcp,Simple Policy Control Protocol
snap,4752,tcp,Simple Network Audio Protocol
simon,4753,tcp,Simple Invocation of Methods Over Network (SIMON)
,4754,tcp,Reserved
,4755,tcp,Reserved
RDCenter,4756,tcp,Reticle Decision Center
converge,4774,tcp,Converge RPC
bfd-multi-ctl,4784,tcp,BFD Multihop Control
,4785,tcp,Reserved
smart-install,4786,tcp,Smart Install Service
sia-ctrl-plane,4787,tcp,Service Insertion Architecture (SIA) Control-Plane
xmcp,4788,tcp,eXtensible Messaging Client Protocol
,4789,tcp,Reserved
,4790,tcp,Reserved
,4791,tcp,Reserved
iims,4800,tcp,Icona Instant Messenging System
iwec,4801,tcp,Icona Web Embedded Chat
ilss,4802,tcp,Icona License System Server
notateit,4803,tcp,Notateit Messaging
,4804,tcp,Reserved
htcp,4827,tcp,HTCP
varadero-0,4837,tcp,Varadero-0
varadero-1,4838,tcp,Varadero-1
varadero-2,4839,tcp,Varadero-2
opcua-tcp,4840,tcp,OPC UA Connection Protocol
quosa,4841,tcp,QUOSA Virtual Library Service
gw-asv,4842,tcp,nCode ICE-flow Library AppServer
opcua-tls,4843,tcp,OPC UA TCP Protocol over TLS/SSL
gw-log,4844,tcp,nCode ICE-flow Library LogServer
wcr-remlib,4845,tcp,WordCruncher Remote Library Service
contamac-icm,4846,tcp,"Contamac ICM Service IANA assigned this well-formed service name as a replacement for ""contamac_icm""."
contamac_icm,4846,tcp,Contamac ICM Service
wfc,4847,tcp,Web Fresh Communication
appserv-http,4848,tcp,App Server - Admin HTTP
appserv-https,4849,tcp,App Server - Admin HTTPS
sun-as-nodeagt,4850,tcp,Sun App Server - NA
derby-repli,4851,tcp,Apache Derby Replication
unify-debug,4867,tcp,Unify Debugger
phrelay,4868,tcp,Photon Relay
phrelaydbg,4869,tcp,Photon Relay Debug
cc-tracking,4870,tcp,Citcom Tracking Service
wired,4871,tcp,Wired
tritium-can,4876,tcp,Tritium CAN Bus Bridge Service
lmcs,4877,tcp,Lighting Management Control System
,4878,tcp,Reserved
wsdl-event,4879,tcp,WSDL Event Receiver
hislip,4880,tcp,IVI High-Speed LAN Instrument Protocol
,4881,tcp,Reserved
,4882,tcp,Reserved
wmlserver,4883,tcp,Meier-Phelps License Server
hivestor,4884,tcp,HiveStor Distributed File System
abbs,4885,tcp,ABBS
xcap-portal,4888,tcp,xcap code analysis portal public user access
xcap-control,4889,tcp,xcap code analysis portal cluster control and administration
lyskom,4894,tcp,LysKOM Protocol A
radmin-port,4899,tcp,RAdmin Port
hfcs,4900,tcp,HFSQL Client/Server Database Engine
flr-agent,4901,tcp,"FileLocator Remote Search Agent IANA assigned this well-formed service name as a replacement for ""flr_agent""."
flr_agent,4901,tcp,FileLocator Remote Search Agent
magiccontrol,4902,tcp,magicCONROL RF and Data Interface
lutap,4912,tcp,Technicolor LUT Access Protocol
lutcp,4913,tcp,LUTher Control Protocol
bones,4914,tcp,Bones Remote Control
frcs,4915,tcp,Fibics Remote Control Service
,4936,tcp,Reserved
,4937,tcp,Reserved
eq-office-4940,4940,tcp,Equitrac Office
eq-office-4941,4941,tcp,Equitrac Office
eq-office-4942,4942,tcp,Equitrac Office
munin,4949,tcp,Munin Graphing Framework
sybasesrvmon,4950,tcp,Sybase Server Monitor
pwgwims,4951,tcp,PWG WIMS
sagxtsds,4952,tcp,SAG Directory Server
dbsyncarbiter,4953,tcp,Synchronization Arbiter
ccss-qmm,4969,tcp,CCSS QMessageMonitor
ccss-qsm,4970,tcp,CCSS QSystemMonitor
burp,4971,tcp,BackUp and Restore Program
,4980,tcp,Reserved
webyast,4984,tcp,WebYast
gerhcs,4985,tcp,GER HC Standard
mrip,4986,tcp,Model Railway Interface Program
smar-se-port1,4987,tcp,SMAR Ethernet Port 1
smar-se-port2,4988,tcp,SMAR Ethernet Port 2
parallel,4989,tcp,Parallel for GAUSS (tm)
busycal,4990,tcp,BusySync Calendar Synch. Protocol
vrt,4991,tcp,VITA Radio Transport
hfcs-manager,4999,tcp,HFSQL Client/Server Database Engine Manager
commplex-main,5000,tcp,
commplex-link,5001,tcp,
rfe,5002,tcp,radio free ethernet
fmpro-internal,5003,tcp,"FileMaker, Inc. - Proprietary transport"
avt-profile-1,5004,tcp,RTP media data
avt-profile-2,5005,tcp,RTP control protocol
wsm-server,5006,tcp,wsm server
wsm-server-ssl,5007,tcp,wsm server ssl
synapsis-edge,5008,tcp,Synapsis EDGE
winfs,5009,tcp,Microsoft Windows Filesystem
telelpathstart,5010,tcp,TelepathStart
telelpathattack,5011,tcp,TelepathAttack
nsp,5012,tcp,NetOnTap Service
fmpro-v6,5013,tcp,"FileMaker, Inc. - Proprietary transport"
,5014,tcp,Reserved
fmwp,5015,tcp,"FileMaker, Inc. - Web publishing"
zenginkyo-1,5020,tcp,zenginkyo-1
zenginkyo-2,5021,tcp,zenginkyo-2
mice,5022,tcp,mice server
htuilsrv,5023,tcp,Htuil Server for PLD2
scpi-telnet,5024,tcp,SCPI-TELNET
scpi-raw,5025,tcp,SCPI-RAW
strexec-d,5026,tcp,Storix I/O daemon (data)
strexec-s,5027,tcp,Storix I/O daemon (stat)
qvr,5028,tcp,Quiqum Virtual Relais
infobright,5029,tcp,Infobright Database Server
,5030,tcp,Reserved
,5031,tcp,Reserved
signacert-agent,5032,tcp,SignaCert Enterprise Trust Server Agent
jtnetd-server,5033,tcp,Janstor Secure Data
jtnetd-status,5034,tcp,Janstor Status
asnaacceler8db,5042,tcp,asnaacceler8db
swxadmin,5043,tcp,ShopWorX Administration
lxi-evntsvc,5044,tcp,LXI Event Service
osp,5045,tcp,Open Settlement Protocol
,5046,tcp,Reserved
,5047,tcp,Reserved
texai,5048,tcp,Texai Message Service
ivocalize,5049,tcp,iVocalize Web Conference
mmcc,5050,tcp,multimedia conference control tool
ita-agent,5051,tcp,ITA Agent
ita-manager,5052,tcp,ITA Manager
rlm,5053,tcp,RLM License Server
rlm-admin,5054,tcp,RLM administrative interface
unot,5055,tcp,UNOT
intecom-ps1,5056,tcp,Intecom Pointspan 1
intecom-ps2,5057,tcp,Intecom Pointspan 2
,5058,tcp,Reserved
sds,5059,tcp,SIP Directory Services
sip,5060,tcp,SIP
sips,5061,tcp,SIP-TLS
na-localise,5062,tcp,Localisation access
csrpc,5063,tcp,centrify secure RPC
ca-1,5064,tcp,Channel Access 1
ca-2,5065,tcp,Channel Access 2
stanag-5066,5066,tcp,STANAG-5066-SUBNET-INTF
authentx,5067,tcp,Authentx Service
bitforestsrv,5068,tcp,Bitforest Data Service
i-net-2000-npr,5069,tcp,I/Net 2000-NPR
vtsas,5070,tcp,VersaTrans Server Agent Service
powerschool,5071,tcp,PowerSchool
ayiya,5072,tcp,Anything In Anything
tag-pm,5073,tcp,Advantage Group Port Mgr
alesquery,5074,tcp,ALES Query
pvaccess,5075,tcp,Experimental Physics and Industrial Control System
,5078,tcp,Reserved
,5079,tcp,Reserved
onscreen,5080,tcp,OnScreen Data Collection Service
sdl-ets,5081,tcp,SDL - Ent Trans Server
qcp,5082,tcp,Qpur Communication Protocol
qfp,5083,tcp,Qpur File Protocol
llrp,5084,tcp,EPCglobal Low-Level Reader Protocol
encrypted-llrp,5085,tcp,EPCglobal Encrypted LLRP
aprigo-cs,5086,tcp,Aprigo Collection Service
biotic,5087,tcp,BIOTIC - Binary Internet of Things Interoperable Communication
,5092,tcp,Reserved
sentinel-lm,5093,tcp,Sentinel LM
hart-ip,5094,tcp,HART-IP
sentlm-srv2srv,5099,tcp,SentLM Srv2Srv
socalia,5100,tcp,Socalia service mux
talarian-tcp,5101,tcp,Talarian_TCP
oms-nonsecure,5102,tcp,Oracle OMS non-secure
actifio-c2c,5103,tcp,Actifio C2C
,5104,tcp,Reserved
,5105,tcp,Reserved
actifioudsagent,5106,tcp,Actifio UDS Agent
actifioreplic,5107,tcp,Disk to Disk replication between Actifio Clusters
taep-as-svc,5111,tcp,TAEP AS service
pm-cmdsvr,5112,tcp,PeerMe Msg Cmd Service
ev-services,5114,tcp,Enterprise Vault Services
autobuild,5115,tcp,Symantec Autobuild Service
,5116,tcp,Reserved
gradecam,5117,tcp,GradeCam Image Processing
